RADZIHOVSKY, L,TONER, J
ZEKRI, N,BENNABI, K
ZEKRI, N,MAAROUF, S
SEN, AK,BAHLOULI, H
SEN, AK,IN, AKGCSE
SEN, AK,SENOUCI, K
BROUERS, F,VAZQUEZ, A
BROUERS, F,HAVANA, LU
BROUERS, F,COSTA, OS
BROUERS, F,ZEKRI, L
BROUERS, F,BOUAMRANE, R
BAHLOULI, H,SENOUCI, K
ZEKRI, L,BOUAMRANE, R
BENNABI, K,MAAROUF, S
SAPOVAL, B,FILOCHE, M
SCHEFFLER, T,SCHAFER, J
RIBEIRO, RF,VENTURA, E
NETO, JFM,LINHARES, CA
NETO, JFM,QUEIROZ, AFD
YANG, M,TU, M
YANG, M,CHANG, M
CHANG, M,MENG, H
ZHOU, L,TAO, R
ZHOU, L,XIE, N
ZHOU, L,JIN, S
TAO, R,XIE, N
TAO, R,JIN, S
XIE, N,JIN, S
SAPPEY, R,CHAPUT, F
SAPPEY, R,BOILOT, JP
SAPPEY, R,ZINS, D
SAPPEY, R,CHAPUT, NHF
SAPPEY, R,ZINS, JPBD
CHAPUT, F,BOILOT, JP
CHAPUT, F,ZINS, D
BOILOT, JP,ZINS, D
CHAPUT, NHF,ZINS, JPBD
JOH, YG,ORBACH, R
JOH, YG,WOOD, GG
ORBACH, R,WOOD, GG
ORBACH, R,PIMENTEL, IR
ORBACH, R,DIAS, FC
ORBACH, R,MARTELO, LM
MAZZEO, G,BEIJEREN, HV
STAMATESCU, IO,WU, TT
YUKALOV, VI,YUKALOVA, EP
YUKALOV, VI,COLEMAN, AJ
YUKALOV, VI,BAGNATO, VS
YUKALOV, VI,SINGH, MR
YUKALOV, VI,COTTAM, MG
YUKALOVA, EP,COLEMAN, AJ
YUKALOVA, EP,BAGNATO, VS
YUKALOVA, EP,SINGH, MR
BOUWKNEGT, P,ARDONNE, E
BOUWKNEGT, P,CHIM, L
BOUWKNEGT, P,RIDOUT, D
CHIM, L,RIDOUT, D
BAZHANOV, VV,LUKYANOV, SL
BAZHANOV, VV,ZAMOLODCHIKOV, AB
LUKYANOV, SL,ZAMOLODCHIKOV, AB
PALEV, TD,PARASHAR, P
PALEV, TD,STOILOVA, NI
PALEV, TD,JEUGT, JVD
STOILOVA, NI,JEUGT, JVD
FRYDEL, D,TERILLA, WH
FRYDEL, D,BURKE, K
FRYDEL, D,ENGEL, E
BURKE, K,TERILLA, WH
BURKE, K,ENGEL, E
BURKE, K,PETERSILKA, M
BURKE, K,GROSS, EKU
DEDERICHS, P,WEINBERGER, P
STUMPF, R,TRACY, C
PLAPP, M,GOUYET, J
PLAPP, M,LEE, YH
DELVIGNE, E,LAHTEENMAKI, S
MIRACLESOLE, S,RUIZ, J
PISTOL, M,OHLSSON, BJ
PISTOL, M,MILLER, MS
MAITI, K,VASANTHACHARYA, NY
MAITI, K,MAHADEVAN, P
MAITI, K,BOSKE, T
MAITI, K,KNAUFF, O
MAITI, K,RUCK, K
MAITI, K,OSAFUNE, JFT
MAHADEVAN, P,SHANTHI, N
SCHNEIDER, T,SCHAFROTH, S
SCHNEIDER, T,HOFER, J
SCHNEIDER, T,WILLEMIN, M
HOFER, J,ZHAO, G
HOFER, J,WILLEMIN, M
WILLEMIN, M,ZHAO, G
LORKE, A,FRICKE, M
LORKE, A,MILLER, BT
LORKE, A,HASLINGER, M
LORKE, A,GOVOROV, AO
LORKE, A,HAUBRICH, AGC
LORKE, A,KRIEGELSTEIN, H
LORKE, A,MANUS, S
LORKE, A,GARCIA, JM
LORKE, A,LUYKEN, RJ
FRICKE, M,MILLER, BT
FRICKE, M,HASLINGER, M
MILLER, BT,HASLINGER, M
GOVOROV, AO,ZIMMERMANN, S
GOVOROV, AO,HANSEN, W
GOVOROV, AO,GARCIA, JM
GOVOROV, AO,LUYKEN, RJ
DEKEL, E,GERSHONI, D
DEKEL, E,EHRENFREUND, E
DEKEL, E,GARCIA, DSJM
DEKEL, E,GARCIA, JM
GERSHONI, D,EHRENFREUND, E
GERSHONI, D,GARCIA, DSJM
GERSHONI, D,GARCIA, JM
EHRENFREUND, E,GARCIA, DSJM
EHRENFREUND, E,GARCIA, JM
GARCIA, JM,LUYKEN, RJ
MILBURN, GJ,CORNEY, JF
MILBURN, GJ,SUN, HB
MILBURN, GJ,MCALPINE, NS
MILBURN, GJ,WISEMAN, H
MILBURN, GJ,WISEMAN, HM
MILBURN, GJ,UTAMI, DW
MILBURN, GJ,DZURAK, A
SUN, HB,MCALPINE, NS
SUN, HB,WISEMAN, H
SUN, HB,WISEMAN, HM
SUN, HB,UTAMI, DW
SUN, HB,DZURAK, A
MCALPINE, NS,WISEMAN, H
WISEMAN, HM,UTAMI, DW
WISEMAN, HM,DZURAK, A
UTAMI, DW,DZURAK, A
YAMASHIRO, M,KASHIWAYA, AS
SAWA, A,OBARA, H
SAWA, A,YAMASAKI, H
SAWA, A,YOSHIDA, MKN
OBARA, H,YAMASAKI, H
OBARA, H,YOSHIDA, MKN
YAMASAKI, H,YOSHIDA, MKN
BOSKE, T,KNAUFF, O
BOSKE, T,RUCK, K
BOSKE, T,OSAFUNE, JFT
KNAUFF, O,RUCK, K
KNAUFF, O,OSAFUNE, JFT
RUCK, K,OSAFUNE, JFT
RYKOV, AI,GOTO, M
RYKOV, AI,TAGAMI, M
RYKOV, AI,YOSHIDA, K
RYKOV, AI,SIOHARA, Y
GOTO, M,TAGAMI, M
GOTO, M,YOSHIDA, K
GOTO, M,SIOHARA, Y
TAGAMI, M,YOSHIDA, K
TAGAMI, M,SIOHARA, Y
YOSHIDA, K,SIOHARA, Y
PAN, SH,HUDSON, EW
PAN, SH,LANG, KM
PAN, SH,DAVIS, JC
HUDSON, EW,LANG, KM
HUDSON, EW,DAVIS, JC
LANG, KM,DAVIS, JC
DAVIS, JC,MARCHENKOV, A
DAVIS, JC,SIMMONDS, RW
DAVIS, JC,LOSHAK, A
DAVIS, JC,PACKARD, RE
ENDRES, M,PARKER, IFG
ENDRES, M,THOMAS, PJ
ENDRES, M,GOUGH, CE
CASETTI, L,PETTINI, M
CASETTI, L,CAIANI, L
CASETTI, L,PETTINI, G
CASETTI, L,GATTO, R
CASETTI, L,BRUSCOLINI, P
CASETTI, L,FRANZOSI, R
CASETTI, L,SPINELLI, L
PETTINI, M,CAIANI, L
PETTINI, M,PETTINI, G
PETTINI, M,GATTO, R
PETTINI, M,FRANZOSI, R
PETTINI, M,SPINELLI, L
PETTINI, M,CERRUTISOLA, M
BEIJEREN, HV,DETTMANN, CP
BEIJEREN, HV,ZON, RV
BEIJEREN, HV,DORFMAN, JR
BEIJEREN, HV,PANJA, D
VERBERG, R,SCHEPPER, IMD
BOON, JP,TRIBEL, O
BOON, JP,HANON, D
BOON, JP,GROSFILS, P
BOON, JP,BUNIMOVICH, LA
RONDONI, L,LEPRI, S
RONDONI, L,SEGRE, E
RONDONI, L,BENETTIN, G
GALLAVOTTI, G,PERRONI, F
GROSFILS, P,BUNIMOVICH, LA
SCHAFROTH, S,RODRIGUEZ, JJ
TIFREA, I,MOCA, CP
TIFREA, I,CRISAN, M
TIFREA, I,GROSU, I
TIFREA, I,MAGALHAES, SG
MAGALHAES, SG,THEUMANN, A
APRELEV, AM,LISACHENKO, AA
APRELEV, AM,LAIHO, R
APRELEV, AM,PAVLOV, A
APRELEV, AM,PAVLOVA, Y
LISACHENKO, AA,LAIHO, R
LISACHENKO, AA,PAVLOV, A
LISACHENKO, AA,PAVLOVA, Y
LAIHO, R,PAVLOV, A
LAIHO, R,PAVLOVA, Y
PAVLOV, A,PAVLOVA, Y
WANG, K,LI, T
WANG, K,QIN, G
LI, T,QIN, G
EDWARDS, SF,GRINEV, DV
TROUW, F,ROBINSON, RA
TROUW, F,KELLEY, TM
TROUW, F,NAKOTTE, H
TROUW, F,CHRISTIANSON, AC
TROUW, F,AUBIN, SMJ
TROUW, F,HENDRICKSON, DN
ROBINSON, RA,KELLEY, TM
ROBINSON, RA,NAKOTTE, H
ROBINSON, RA,CHRISTIANSON, AC
ROBINSON, RA,AUBIN, SMJ
ROBINSON, RA,HENDRICKSON, DN
KELLEY, TM,NAKOTTE, H
KELLEY, TM,CHRISTIANSON, AC
KELLEY, TM,AUBIN, SMJ
KELLEY, TM,HENDRICKSON, DN
NAKOTTE, H,CHRISTIANSON, AC
NAKOTTE, H,AUBIN, SMJ
NAKOTTE, H,HENDRICKSON, DN
CHRISTIANSON, AC,AUBIN, SMJ
CHRISTIANSON, AC,HENDRICKSON, DN
AUBIN, SMJ,HENDRICKSON, DN
HENDRICKSON, DN,BOKACHEVA, L
HENDRICKSON, DN,RUIZ, D
BOKACHEVA, L,RUIZ, D
GOLUB, LE,AVERKIEV, NS
KRAVCHENKO, V,MININA, N
KRAVCHENKO, V,SAVIN, A
KRAVCHENKO, V,HANSEN, OP
KRAVCHENKO, V,KRAAK, W
MININA, N,SAVIN, A
MININA, N,HANSEN, OP
MININA, N,KRAAK, W
SAVIN, A,HANSEN, OP
SAVIN, A,KRAAK, W
HANSEN, OP,KRAAK, W
TABORYSKI, R,KUTCHINSKY, J
TABORYSKI, R,HANSEN, JB
TABORYSKI, R,WILDT, M
KUTCHINSKY, J,HANSEN, JB
KUTCHINSKY, J,WILDT, M
HANSEN, JB,WILDT, M
OHE, C,IGUCHI, K
MATSUNO, J,SAMATA, H
MATSUNO, J,MISHIRO, A
MATSUNO, J,NAGATA, Y
MATSUNO, J,GROOT, FMFD
MATSUNO, J,MATTHEISS, LF
SAMATA, H,MISHIRO, A
SAMATA, H,NAGATA, Y
SAMATA, H,GROOT, FMFD
MISHIRO, A,NAGATA, Y
MISHIRO, A,GROOT, FMFD
NAGATA, Y,GROOT, FMFD
SUSAKI, T,TONOGAI, T
BORMANN, D,GALLUS, O
ONUFRIEVA, F,PFEUTY, P
ONUFRIEVA, F,KISELEV, M
ONUFRIEVA, F,BOUIS, F
PFEUTY, P,KISELEV, M
PFEUTY, P,BOUIS, F
PFEUTY, P,PEREZCONDE, J
BOUIS, F,KISELEV, M
BOUIS, F,PEREZCONDE, J
GIOVANAZZI, S,SHENOY, R
GIOVANAZZI, S,ODELL, D
GIOVANAZZI, S,AKULIN, VM
DIAMANT, H,ARIEL, G
FAURE, MC,BASSEREAU, P
FAURE, MC,CARIGNANO, MA
FAURE, MC,SZLEIFER, I
FAURE, MC,GALLOT, Y
BASSEREAU, P,CARIGNANO, MA
BASSEREAU, P,SZLEIFER, I
BASSEREAU, P,GALLOT, Y
CARIGNANO, MA,SZLEIFER, I
CARIGNANO, MA,GALLOT, Y
SZLEIFER, I,GALLOT, Y
KOZLOV, MM,LICHTENBERG, D
KOZLOV, MM,WEIKL, TR
KOZLOV, MM,HELFRICH, W
NIFOSI, R,CHIOFALO, ML
SCHWARZ, US,SWAMY, K
SCHWARZ, US,GOMPPER, G
SWAMY, K,GOMPPER, G
GOMPPER, G,THEISSEN, O
GOMPPER, G,KROLL, DM
THEISSEN, O,KROLL, DM
MEYERORTMANNS, H,REISZ, T
LINHARES, CA,QUEIROZ, AFD
MARQUES, CM,CHARITAT, T
MARQUES, CM,IZZO, D
MARQUES, CM,MENDES, E
MARQUES, CM,JEPPESEN, C
BEARDMORE, KM,CAI, D
BEARDMORE, KM,SNELL, CM
MENES, R,PINCUS, PA
MENES, R,STEIN, B
KASCHNER, R,SCHOENE, M
KASCHNER, R,SEIFERT, G
KASCHNER, R,PASTORE, G
SCHOENE, M,SEIFERT, G
SCHOENE, M,PASTORE, G
SEIFERT, G,PASTORE, G
JADALLAH, HT,STERNBERG, P
BLAER, AS,REN, HC
REN, HC,FRIEDBERG, R
FEDERICI, F,LIVANOV, DV
FEDERICI, F,CIMBERLE, MR
FEDERICI, F,FERDEGHINI, C
FEDERICI, F,GIANNINI, E
FEDERICI, F,MARRE, D
FEDERICI, F,PUTTI, M
FEDERICI, F,SIRI, A
LIVANOV, DV,MILANI, E
LIVANOV, DV,SAVONA, G
CIMBERLE, MR,FERDEGHINI, C
CIMBERLE, MR,GIANNINI, E
CIMBERLE, MR,MARRE, D
CIMBERLE, MR,PUTTI, M
CIMBERLE, MR,SIRI, A
FERDEGHINI, C,GIANNINI, E
FERDEGHINI, C,MARRE, D
FERDEGHINI, C,PUTTI, M
FERDEGHINI, C,SIRI, A
FERDEGHINI, C,MATACOTTA, FC
FERDEGHINI, C,NOZAR, P
FERDEGHINI, C,RUANI, G
FERDEGHINI, C,LOPEZ, J
FERDEGHINI, C,DEDIU, V
FERDEGHINI, C,DIONIGI, C
FERDEGHINI, C,CALESTANI, G
GIANNINI, E,MARRE, D
GIANNINI, E,PUTTI, M
GIANNINI, E,SIRI, A
MARRE, D,PUTTI, M
MARRE, D,SIRI, A
PUTTI, M,SIRI, A
MILANI, E,NIKULOV, AV
MILANI, E,OBOZNOV, VA
DOYLE, RA,RAE, AIM
DOYLE, RA,RYCROFT, SFWR
DOYLE, RA,RAPPAPORT, ML
DOYLE, RA,MYASOEDOV, Y
DOYLE, RA,KEARTLAND, JM
DOYLE, RA,KHAYKOVICH, B
DOYLE, RA,TEITELBAUM, K
DOYLE, RA,TAMEGAI, EZT
RYCROFT, SFWR,RAPPAPORT, ML
RYCROFT, SFWR,MYASOEDOV, Y
RYCROFT, SFWR,KHAYKOVICH, B
RYCROFT, SFWR,TEITELBAUM, K
RYCROFT, SFWR,TAMEGAI, EZT
MYASOEDOV, Y,RAPPAPORT, ML
MYASOEDOV, Y,KHAYKOVICH, B
MYASOEDOV, Y,TEITELBAUM, K
MYASOEDOV, Y,TAMEGAI, EZT
INDENBOM, MV,HOLTZBERG, F
INDENBOM, MV,COLSON, S
INDENBOM, MV,PLATIEL, Y
COLSON, S,PLATIEL, Y
KHAYKOVICH, B,TEITELBAUM, K
KHAYKOVICH, B,TAMEGAI, EZT
TEITELBAUM, K,TAMEGAI, EZT
NESHER, O,MINTS, R
NESHER, O,SNAPIRO, I
MINTS, R,SNAPIRO, I
BECK, A,BAUCH, T
BAUCH, T,ZITTARTZ, M
BAUCH, T,KEMEN, T
ABAD, J,RIOS, M
STOPA, M,BIRD, JP
STOPA, M,SEDLMAIER, S
STOPA, M,SCHEDELBECK, G
STOPA, M,ABSTREITER, G
SEDLMAIER, S,SCHEDELBECK, G
SEDLMAIER, S,ABSTREITER, G
SCHEDELBECK, G,ABSTREITER, G
DOMINGUEZCASCANTE, R,JOU, D
LOMBARD, RJ,NAVARRO, J
NAVARRO, J,GUARDIOLA, R
NAVARRO, J,PORTESI, M
HUSSEIN, MS,KHARCHENKO, V
HUSSEIN, MS,CANTO, LF
PHYSICS, JBO,TECH, MIO
PHYSICS, JBO,MA, C
TECH, MIO,MA, C
GOTZELMANN, B,DIJKSTRA, M
KLEIN, DL,LIM, AKL
KLEIN, DL,ALIVISATOS, AP
LIM, AKL,ALIVISATOS, AP
FELDMEIER, H,SCHNACK, J
FU, L,RESCA, L
FU, L,YASCHENKO, E
RESCA, L,YASCHENKO, E
BOTT, K,SCHEIDLER, M
BOTT, K,THOMAS, P
BOTT, K,KOCH, SW
SCHEIDLER, M,THOMAS, P
SCHEIDLER, M,KOCH, SW
THOMAS, P,KOCH, SW
THOMAS, P,GOLUB, JE
THOMAS, P,MASCHKE, K
THOMAS, P,LEMM, T
THOMAS, P,MEIER, T
KOCH, SW,GOLUB, JE
KOCH, SW,MASCHKE, K
KOCH, SW,LEMM, T
KOCH, SW,MEIER, T
GOLUB, JE,MASCHKE, K
GOLUB, JE,LEMM, T
GOLUB, JE,MEIER, T
MASCHKE, K,LEMM, T
MASCHKE, K,MEIER, T
LEMM, T,MEIER, T
ALDEA, A,GARTNER, P
ALDEA, A,MOLDOVEANU, V
RATTRAY, M,SHAPIRO, J
YOSHINARI, Y,SUH, BJ
YOSHINARI, Y,MAHAJAN, A
BORIS, AV,KOVALEVA, NN
BORIS, AV,BAZHENOV, AV
BORIS, AV,RASING, T
BORIS, AV,YEH, NC
KOVALEVA, NN,BAZHENOV, AV
KOVALEVA, NN,RASING, T
KOVALEVA, NN,YEH, NC
BAZHENOV, AV,RASING, T
BAZHENOV, AV,YEH, NC
RASING, T,YEH, NC
RASING, T,VEENSTRA, KJ
RASING, T,JURDIK, E
RADAELLI, PG,CAPOGNA, L
RADAELLI, PG,MAREZIO, M
CAPOGNA, L,MAREZIO, M
KIM, TH,II, WR
SUZUMURA, Y,NAKAMURA, N
SUZUMURA, Y,TSUCHIIZU, M
SUZUMURA, Y,TOMIO, Y
BELIC, A,LADAVAC, K
BELIC, A,GUTTORMSEN, M
BELIC, A,BJERVE, A
BELIC, A,HJORTHJENSEN, M
BELIC, A,MELBY, E
BELIC, A,REKSTAD, J
BELIC, A,SIEM, S
IVANOV, DY,SERBO, VG
IVANOV, DY,NOVOSELOV, KS
IVANOV, DY,DUBROVSKII, YV
IVANOV, DY,VDOVIN, EE
IVANOV, DY,KHANIN, YN
IVANOV, DY,TULIN, VA
IVANOV, DY,BEAUMONT, S
GUTTORMSEN, M,BJERVE, A
GUTTORMSEN, M,HJORTHJENSEN, M
GUTTORMSEN, M,MELBY, E
GUTTORMSEN, M,REKSTAD, J
GUTTORMSEN, M,SIEM, S
BJERVE, A,HJORTHJENSEN, M
BJERVE, A,MELBY, E
BJERVE, A,REKSTAD, J
BJERVE, A,SIEM, S
HJORTHJENSEN, M,MELBY, E
HJORTHJENSEN, M,REKSTAD, J
HJORTHJENSEN, M,SIEM, S
MELBY, E,REKSTAD, J
MELBY, E,SIEM, S
REKSTAD, J,SIEM, S
LARADJI, M,TOXVAERD, S
LARADJI, M,MOURITSEN, OG
TOXVAERD, S,MOURITSEN, OG
KOYAMA, T,MATSUMOTO, H
KOYAMA, T,TANAKA, A
KOYAMA, T,SAKAMOTO, S
KOYAMA, T,WAJIMA, F
KOYAMA, T,MACHIDA, M
ZHAO, Y,BROWN, DW
POPOVIC, D,WASHBURN, S
POPOVIC, D,FOWLER, AB
POPOVIC, D,ISMAIL, K
POPOVIC, D,CHU, JO
POPOVIC, D,LI, KP
POPOVIC, D,LI, K
POPOVIC, D,FOWLER, A
WASHBURN, S,FOWLER, AB
WASHBURN, S,ISMAIL, K
WASHBURN, S,CHU, JO
WASHBURN, S,LI, KP
WASHBURN, S,LI, K
WASHBURN, S,FOWLER, A
WASHBURN, S,PAULSON, S
WASHBURN, S,SNIDER, N
WASHBURN, S,HELSER, A
WASHBURN, S,HUDSON, T
WASHBURN, S,SEEGER, A
CAO, G,HASSAN, AK
CAO, G,PARDI, LA
CAO, G,BRUNEL, L
CAO, G,MCCALL, S
CAO, G,CROW, JE
CAO, G,GUERTIN, RP
CAO, G,ALEXANDER, CS
CAO, G,LOCHNER, E
RUCKENSTEIN, AE,HORBACH, ML
RUCKENSTEIN, AE,MOELLER, G
MCCALL, S,CROW, JE
MCCALL, S,GUERTIN, RP
MCCALL, S,ALEXANDER, CS
MCCALL, S,LOCHNER, E
CROW, JE,GUERTIN, RP
CROW, JE,ALEXANDER, CS
CROW, JE,LOCHNER, E
GUERTIN, RP,ALEXANDER, CS
GUERTIN, RP,LOCHNER, E
ALEXANDER, CS,LOCHNER, E
HARDNER, HT,DORSEY, P
HARDNER, HT,EMIN, D
DORSEY, P,EMIN, D
DORSEY, P,LIN, P
TREECE, RE,HORWITZ, JS
TREECE, RE,CHRISEY, DB
HORWITZ, JS,CHRISEY, DB
LIN, P,LABORATORY, PHN
LIN, P,ALAMOS, L
LIN, P,SAKAIE, KE
LABORATORY, PHN,ALAMOS, L
ERBE, A,MANUS, S
ERBE, A,TILKE, A
ERBE, A,KROEMMER, H
ERBE, A,KRAUS, A
ERBE, A,CORSO, G
ERBE, A,KROMMER, H
KRAUS, A,CORSO, G
KRAUS, A,KROMMER, H
CORSO, G,KROMMER, H
BARTOLO, RE,GIORDANO, N
BARTOLO, RE,BERNSTEIN, GH
GIORDANO, N,BERNSTEIN, GH
GIORDANO, N,JACOBS, TM
BERNSTEIN, GH,ORLOV, AO
BERNSTEIN, GH,AMLANI, I
BERNSTEIN, GH,LENT, CS
WU, H,WENG, Q
WU, H,LOU, P
ORLOV, AO,AMLANI, I
ORLOV, AO,LENT, CS
AMLANI, I,LENT, CS
UNTIEDT, C,RUBIO, G
GUNAL, Y,VISSCHER, PB
TRAMMELL, GT,HANNON, JP
GEERTSMA, W,MOSTOVOY, M
MOSTOVOY, M,FIGGE, MT
MOSTOVOY, M,KNOESTER, J
KNOESTER, J,FIGGE, MT
BRILLIANTOV, N,STRIZHAK, P
BOEHM, H,WEIMANN, G
WEIMANN, G,ZIMMERMANN, S
WEIMANN, G,BOEHM, G
ZIMMERMANN, S,BOEHM, G
ZIMMERMANN, S,HANSEN, W
WENDLER, L,KRAFT, T
WENDLER, L,HARTUNG, M
WENDLER, L,BERGER, A
WENDLER, L,SUNDARAM, M
WENDLER, L,ENGLISH, JH
KRAFT, T,HARTUNG, M
KRAFT, T,BERGER, A
KRAFT, T,SUNDARAM, M
KRAFT, T,ENGLISH, JH
HARTUNG, M,BERGER, A
HARTUNG, M,SUNDARAM, M
HARTUNG, M,ENGLISH, JH
HARTUNG, M,TSYDYNZHAPOV, GE
HARTUNG, M,DOLGOPOLOV, VT
HARTUNG, M,SHASHKIN, AA
HARTUNG, M,DEVIATOV, EV
HARTUNG, M,HASTREITER, F
HARTUNG, M,CAMPMAN, KL
BERGER, A,SUNDARAM, M
BERGER, A,ENGLISH, JH
BERGER, A,LI, QA
BERGER, A,OSGOOD, R
BERGER, A,MILLER, DJ
BERGER, A,VLASKOVLASOV, VK
SUNDARAM, M,ENGLISH, JH
SUNDARAM, M,HEIMAN, D
TSYDYNZHAPOV, GE,GANTMAKHER, VF
TSYDYNZHAPOV, GE,KOZEEVA, LP
TSYDYNZHAPOV, GE,LAVROV, AN
TSYDYNZHAPOV, GE,PUSHIN, DA
TSYDYNZHAPOV, GE,SHOVKUN, DV
TSYDYNZHAPOV, GE,DOLGOPOLOV, VT
TSYDYNZHAPOV, GE,SHASHKIN, AA
TSYDYNZHAPOV, GE,DEVIATOV, EV
TSYDYNZHAPOV, GE,HASTREITER, F
TSYDYNZHAPOV, GE,CAMPMAN, KL
TSYDYNZHAPOV, GE,GOLUBKOV, MV
DOLGOPOLOV, VT,GANTMAKHER, VF
DOLGOPOLOV, VT,SHASHKIN, AA
DOLGOPOLOV, VT,DEVIATOV, EV
DOLGOPOLOV, VT,HASTREITER, F
DOLGOPOLOV, VT,CAMPMAN, KL
DOLGOPOLOV, VT,GOLUBKOV, MV
DOLGOPOLOV, VT,C, AG
SHASHKIN, AA,GANTMAKHER, VF
SHASHKIN, AA,DEVIATOV, EV
SHASHKIN, AA,HASTREITER, F
SHASHKIN, AA,CAMPMAN, KL
SHASHKIN, AA,GOLUBKOV, MV
SHASHKIN, AA,KHRAPAI, VS
SHASHKIN, AA,HASTREITER, VTDF
SHASHKIN, AA,C, AG
SHASHKIN, AA,ANGEWANDTE, VTDSIF
DEVIATOV, EV,HASTREITER, F
DEVIATOV, EV,CAMPMAN, KL
DEVIATOV, EV,KHRAPAI, VS
DEVIATOV, EV,HASTREITER, VTDF
DEVIATOV, EV,C, AG
DEVIATOV, EV,ANGEWANDTE, VTDSIF
HASTREITER, F,CAMPMAN, KL
CAMPMAN, KL,LOZOVIK, YE
CAMPMAN, KL,BUTOV, LV
CAMPMAN, KL,MINTSEV, AV
KHRAPAI, VS,HASTREITER, VTDF
HAUBRICH, AGC,KRIEGELSTEIN, H
HAUBRICH, AGC,MANUS, S
KRIEGELSTEIN, H,MANUS, S
MANUS, S,TILKE, A
MANUS, S,KROEMMER, H
GOEDEL, W,LORENZ, H
LORENZ, H,KEHRLE, M
FERTIG, N,TILKE, A
FERTIG, N,BEHRENDS, JC
FERTIG, N,BRUGGENCATE, GT
TILKE, A,BEHRENDS, JC
TILKE, A,BRUGGENCATE, GT
TILKE, A,KROEMMER, H
BEHRENDS, JC,BRUGGENCATE, GT
GROH, B,MULDER, B
BIEKER, T,BAUER, C
REJMER, K,NAPIORKOWSKI, M
SHKLYAREVSKII, OI,KEIJSERS, RJP
SHKLYAREVSKII, OI,KEMPEN, HV
SHKLYAREVSKII, OI,KOLESNYCHENKO, OY
KEMPEN, HV,KEIJSERS, RJP
KEMPEN, HV,KOLESNYCHENKO, OY
FLEES, DJ,LUKENS, JE
MOBIUS, A,AZSANCHEZ, AD
MOBIUS, A,FRENZEL, C
MOBIUS, A,THIELSCH, R
MOBIUS, A,ROSENBAUM, R
MOBIUS, A,ADKINS, CJ
MOBIUS, A,BAUER, HD
MOBIUS, A,GROTZSCHEL, R
MOBIUS, A,HOFFMANN, V
MOBIUS, A,KRIEG, T
MOBIUS, A,MATZ, N
MOBIUS, A,VINZELBERG, H
MOBIUS, A,WITCOMB, M
MOBIUS, A,FREISLEBEN, B
MOBIUS, A,MERZ, P
SHERMAN, A,RUBIN, P
FRENZEL, C,THIELSCH, R
FRENZEL, C,ROSENBAUM, R
FRENZEL, C,ADKINS, CJ
FRENZEL, C,BAUER, HD
FRENZEL, C,GROTZSCHEL, R
FRENZEL, C,HOFFMANN, V
FRENZEL, C,KRIEG, T
FRENZEL, C,MATZ, N
FRENZEL, C,VINZELBERG, H
FRENZEL, C,WITCOMB, M
THIELSCH, R,ROSENBAUM, R
THIELSCH, R,ADKINS, CJ
THIELSCH, R,BAUER, HD
THIELSCH, R,GROTZSCHEL, R
THIELSCH, R,HOFFMANN, V
THIELSCH, R,KRIEG, T
THIELSCH, R,MATZ, N
THIELSCH, R,VINZELBERG, H
THIELSCH, R,WITCOMB, M
ROSENBAUM, R,ADKINS, CJ
ROSENBAUM, R,BAUER, HD
ROSENBAUM, R,GROTZSCHEL, R
ROSENBAUM, R,HOFFMANN, V
ROSENBAUM, R,KRIEG, T
ROSENBAUM, R,MATZ, N
ROSENBAUM, R,VINZELBERG, H
ROSENBAUM, R,WITCOMB, M
ROSENBAUM, R,HABERKERN, R
ROSENBAUM, R,BEKAR, H
ROSENBAUM, R,PILOSOF, M
ROSENBAUM, R,MILNER, A
ADKINS, CJ,BAUER, HD
ADKINS, CJ,GROTZSCHEL, R
ADKINS, CJ,HOFFMANN, V
ADKINS, CJ,KRIEG, T
ADKINS, CJ,MATZ, N
ADKINS, CJ,VINZELBERG, H
ADKINS, CJ,WITCOMB, M
BAUER, HD,GROTZSCHEL, R
BAUER, HD,HOFFMANN, V
BAUER, HD,KRIEG, T
BAUER, HD,MATZ, N
BAUER, HD,VINZELBERG, H
BAUER, HD,WITCOMB, M
GROTZSCHEL, R,HOFFMANN, V
GROTZSCHEL, R,KRIEG, T
GROTZSCHEL, R,MATZ, N
GROTZSCHEL, R,VINZELBERG, H
GROTZSCHEL, R,WITCOMB, M
HOFFMANN, V,KRIEG, T
HOFFMANN, V,MATZ, N
HOFFMANN, V,VINZELBERG, H
HOFFMANN, V,WITCOMB, M
KRIEG, T,MATZ, N
KRIEG, T,VINZELBERG, H
KRIEG, T,WITCOMB, M
MATZ, N,VINZELBERG, H
MATZ, N,WITCOMB, M
VINZELBERG, H,WITCOMB, M
FREISLEBEN, B,MERZ, P
KILIN, D,KLEINEKATHOEFER, U
EBINGER, W,TREBIN, HR
TREBIN, HR,MIKULLA, R
TREBIN, HR,BACHTELER, J
TREBIN, HR,STADLER, J
TREBIN, HR,KRUL, F
BENDAZZOLI, GL,EVANGELISTI, S
LILLO, F,BONANNO, G
SPAGNOLO, B,TRAPANESE, M
ABRAMSON, G,ZANETTE, D
SANCHEZ, N,COMBES, F
HOLMAN, R,SALGADO, J
CAIANI, L,PETTINI, G
CAIANI, L,GATTO, R
PETTINI, G,GATTO, R
PETTINI, G,FRANZOSI, R
GATTO, R,FRANZOSI, R
FRANZOSI, R,SPINELLI, L
LUO, X,HUANG, C
LUO, X,JIANG, J
